glottocode,name,level,iso639_3,family_id,family_name,parent_id,parent_name,macroareas,countries,latitude,longitude
rath1242,Rathwi Bareli,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bgd,indo1319,Indo-European,paur1240,Pauri-Nahali,Eurasia,India,21.4375,74.9958
baur1251,Bauria,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bge,indo1319,Indo-European,bhil1254,Bhil,Eurasia,India,25.2977,75.8713
bang1347,Ngombe-Bangandu,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bgf,atla1278,Atlantic-Congo,gbay1284,Gbaya Meridional,Africa,Congo;Cameroon,2.18716,14.7506
bugu1246,Bugun,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bgg,sino1245,Sino-Tibetan,khob1235,Kho-Bwa,Eurasia,India,27.1929556,92.4713002
gian1241,Giangan,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bgi,aust1307,Austronesian,bili1253,Bilic,Papunesia,Philippines,6.99967,125.359
bang1356,Bangolan,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bgj,atla1278,Atlantic-Congo,mbam1253,Mbam-Nkam Nun,Africa,Cameroon,6.0125,10.667
bitt1240,Bit,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bgk,aust1305,Austroasiatic,khao1243,Khao-Bit,Eurasia,China;Lao People's Democratic Republic,21.3474,101.916
bola1249,Bo-Maleng,"LanguoidLevel(ordinal=3, id='dialect', description='any variety which is not a language')",bgl,aust1305,Austroasiatic,male1282,Maleng,Eurasia,Lao People's Democratic Republic,18.18657,104.95342
baga1276,Baga Mboteni,"LanguoidLevel(ordinal=3, id='dialect', description='any variety which is not a language')",bgm,atla1278,Atlantic-Congo,baga1275,Pukur,Africa,Guinea,12.27246,-12.07358
west2368,Western Balochi,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bgn,indo1319,Indo-European,sout3242,Southern-Western Balochi,Eurasia,"Afghanistan;Iran, Islamic Republic of;Pakistan;Turkmenistan",29.49928,66.02877
baga1273,Baga Koga,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bgo,atla1278,Atlantic-Congo,temn1245,Northern Mel,Africa,Guinea,10.1286,-13.947
east2304,Eastern Balochi,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bgp,indo1319,Indo-European,balo1260,Balochic,Eurasia,Pakistan,29.38213,69.05834
bagr1243,Bagri,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bgq,indo1319,Indo-European,bagr1245,Bagri-Jandavra,Eurasia,India;Pakistan,31.4,75.06
bawm1236,Bawm Chin,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bgr,sino1245,Sino-Tibetan,fala1242,Falamic,Eurasia,Bangladesh;India;Myanmar,22.4405233333,92.92553
taga1272,Tagabawa,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bgs,aust1307,Austronesian,sout2913,South Manobo,Papunesia,Philippines,6.9712,125.175
bugh1239,Bughotu,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bgt,aust1307,Austronesian,ngge1240,Nggelic,Papunesia,Solomon Islands,-8.47948,159.802
mbon1253,Mbongno,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bgu,atla1278,Atlantic-Congo,mbon1254,Mbongno-Mvano,Africa,Cameroon;Nigeria,6.82543,11.1316
wark1247,Warkay-Bipim,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bgv,anim1240,Anim,yaqa1245,Yaqayic,Papunesia,Indonesia,-5.7716,138.638
bhat1265,Bhatri,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bgw,indo1319,Indo-European,halb1246,Halbic,Eurasia,India,19.26078,82.24055
balk1254,Rumelian Turkish,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bgx,turk1311,Turkic,west2406,West Oghuz,Eurasia,Bulgaria;Greece;North Macedonia;Türkiye,41.170545,24.44567
beng1287,Benggoi,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bgy,aust1307,Austronesian,seti1249,Setic,Papunesia,Indonesia,-3.13924,130.091
bang1368,Banggai,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bgz,aust1307,Austronesian,east2491,Eastern Saluan-Banggai,Papunesia,Indonesia,-1.58305,123.171
bhar1241,Bhariati,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bha,indo1319,Indo-European,bund1252,Bundeli-Bharia,Eurasia,India,22.3429,83.1071
bhil1251,Bhili,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bhb,indo1319,Indo-European,bhil1254,Bhil,Eurasia,India,20.85,73.9592
biga1238,Biga,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bhc,aust1307,Austronesian,waig1247,Waigeo Maya,Papunesia,Indonesia,-1.99574,130.272
bhad1241,Bhadrawahi,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bhd,indo1319,Indo-European,bhad1244,Bhadarwahic,Eurasia,India;Pakistan,33.2851,75.8707
bhay1238,Bhaya,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bhe,indo1319,Indo-European,west2831,Western Rajasthani,Eurasia,Pakistan,25.482,69.31
odia1239,Odiai,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bhf,,,,,Papunesia,Papua New Guinea,-3.82276,141.336
bina1277,Binandere,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bhg,nucl1709,Nuclear Trans New Guinea,nucl1603,Nuclear Binanderean,Papunesia,Papua New Guinea,-8.37433,147.884
bukh1238,Bukharic,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bhh,indo1319,Indo-European,taji1250,Tajikic,Eurasia,Israel;Uzbekistan,41.0,64.0
bhil1253,Bhilali,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bhi,indo1319,Indo-European,paur1240,Pauri-Nahali,Eurasia,India,22.58346,74.59014
bahi1252,Bahing,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bhj,sino1245,Sino-Tibetan,bahi1256,Bahing-Sunwar,Eurasia,Nepal,27.3323,86.3949
alba1269,Inland-Buhi-Daraga Bikol,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bhk,aust1307,Austronesian,inla1266,Inland Bikol,Papunesia,Philippines,13.1989,123.49
bimi1240,Bimin,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bhl,nucl1709,Nuclear Trans New Guinea,divi1235,Division A Mountain Ok,Papunesia,Papua New Guinea,-5.38732,142.04
bath1244,Bathari,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bhm,afro1255,Afro-Asiatic,west2859,Western MSA,Eurasia,Oman;Yemen,17.88699,55.61232
boht1238,Gardabani Bohtan Neo-Aramaic,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bhn,afro1255,Afro-Asiatic,boht1239,Bohtan,Eurasia,Georgia;Russian Federation,41.459,45.084
bhoj1244,Bhojpuri,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bho,indo1319,Indo-European,bhoj1246,Bhojpuric,Eurasia,India;Nepal,26.458455,84.817115
bima1247,Bima,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bhp,aust1307,Austronesian,bima1248,Bima-Lembata,Papunesia,Indonesia,-8.57376,118.445
tuka1249,Tukang Besi South,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bhq,aust1307,Austronesian,tuka1247,Tukang Besi,Papunesia,Indonesia,-5.7478,123.948
bara1369,Bara Malagasy,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bhr,aust1307,Austronesian,bara1407,Bara-Tanosy,Africa,Madagascar,-23.9716,45.5937
buwa1243,Buwal,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bhs,afro1255,Afro-Asiatic,buwa1244,Buwal-Gavar,Africa,Cameroon,10.6151,13.8838
bhat1263,Bhattiyali,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bht,indo1319,Indo-European,cham1331,Chamealic,Eurasia,India,32.4022,76.0311
bhun1242,Bhunjia,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bhu,indo1319,Indo-European,halb1246,Halbic,Eurasia,India,21.2761,83.1614
baha1257,Bahau,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bhv,aust1307,Austronesian,kaya1333,Kayanic,Papunesia,Indonesia,0.30801,115.332
biak1248,Biak,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bhw,aust1307,Austronesian,biak1250,Biak-Roon,Papunesia,Indonesia,-0.9523,135.879
bhal1245,Bhalay,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bhx,book1242,Bookkeeping,book1242,Bookkeeping,Eurasia,India,21.2665,77.8268
bhel1238,Bhele,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bhy,atla1278,Atlantic-Congo,bila1258,Bilaic,Africa,"Congo, The Democratic Republic of the",0.24553,28.6681
bada1261,Bada (Indonesia),"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bhz,aust1307,Austronesian,bada1260,Badaic,Papunesia,Indonesia,-1.80249,120.319
badi1246,Badimaya,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bia,pama1250,Pama-Nyungan,kart1250,Kartu,Australia,Australia,-29.0647,117.246
biss1248,Bissa,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bib,mand1469,Mande,bisa1265,Bisa-Busa,Africa,Burkina Faso;Côte d'Ivoire;Ghana;Togo,10.4257,-1.67332
bika1251,Bikaru-Bragge,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bic,book1242,Bookkeeping,book1242,Bookkeeping,Papunesia,Papua New Guinea,-4.86,142.945
bidi1241,Bidiyo,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bid,afro1255,Afro-Asiatic,dang1276,Dangla,Africa,Chad,11.9204,18.8065
bepo1240,Bepour,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bie,nucl1709,Nuclear Trans New Guinea,kumi1249,Kumil,Papunesia,Papua New Guinea,-4.5985,145.442
biaf1240,Biafada,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bif,atla1278,Atlantic-Congo,jaad1234,Jaad,Africa,Guinea-Bissau,11.467,-15.1347
bian1252,Biangai,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",big,kuni1270,Kunimaipan,kuni1270,Kunimaipan,Papunesia,Papua New Guinea,-7.33882,146.765
bile1244,Bile,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bil,atla1278,Atlantic-Congo,numa1256,Numan,Africa,Nigeria,8.90052,11.1907
bimo1239,Bimoba,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bim,atla1278,Atlantic-Congo,moba1243,Moba-Bimoba,Africa,Ghana;Togo,10.4575,0.06121
bini1246,Bini,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bin,atla1278,Atlantic-Congo,cent2259,Central Plains Edoid,Africa,Nigeria,6.40701,5.70426
naii1241,Nai,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bio,kwom1263,Kwomtari-Nai,kwom1263,Kwomtari-Nai,Papunesia,Papua New Guinea,-3.73034,141.273
bila1255,Bila,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bip,atla1278,Atlantic-Congo,bila1259,Bila-Kaiku,Africa,"Congo, The Democratic Republic of the",1.16839,28.7626
bipi1237,Bipi,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",biq,aust1307,Austronesian,west2848,West Manus I,Papunesia,Papua New Guinea,-2.11115,146.398
biso1243,Bisorio,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bir,nucl1709,Nuclear Trans New Guinea,oute1259,Outer Enga,Papunesia,Papua New Guinea,-4.77763,143.213
bisl1239,Bislama,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bis,indo1319,Indo-European,earl1243,Early Melanesian Pidgin,Papunesia,New Caledonia;Vanuatu,-15.4,166.89
beri1253,Berinomo,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bit,sepi1257,Sepik,bahi1255,Bahinemic,Papunesia,Papua New Guinea,-4.41689,142.463
biet1238,Biete,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",biu,sino1245,Sino-Tibetan,hmar1240,Hmaric,Eurasia,India,24.273507,92.94342
sout2790,Southern Birifor,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",biv,atla1278,Atlantic-Congo,biri1257,Birifor,Africa,Burkina Faso;Côte d'Ivoire;Ghana,9.2873,-2.72672
kolc1235,Kol (Cameroon),"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",biw,atla1278,Atlantic-Congo,sout3352,Southern Makaaic,Africa,Cameroon,3.65994,12.8574
bijo1238,Bijori,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bix,aust1305,Austroasiatic,asur1255,Asuric,Eurasia,India,22.5904,84.1907
birh1242,Birhor,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",biy,aust1305,Austroasiatic,mund1336,Mundaric,Eurasia,India,23.585,85.5611
balo1261,Loi-Likila,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",biz,atla1278,Atlantic-Congo,boba1249,Bobangic Riverain,Africa,"Congo, The Democratic Republic of the;Congo",0.93777,18.1266
budz1238,Budza,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bja,atla1278,Atlantic-Congo,budj1235,Budja (C.37),Africa,"Congo, The Democratic Republic of the",2.19951,22.6107
bang1339,Banggarla,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bjb,pama1250,Pama-Nyungan,nort2752,Northern Thura-Yura,Australia,Australia,-33.3036,136.079
bari1290,Bariji,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bjc,yare1250,Yareban,yare1251,Yareba-Bariji-Nawaru,Papunesia,Papua New Guinea,-9.231,148.454
biao1254,Biao-Jiao Mien,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bje,hmon1336,Hmong-Mien,mien1242,Mienic,Eurasia,China,25.5309,111.344
barz1241,Barzani Jewish Neo-Aramaic,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bjf,afro1255,Afro-Asiatic,nort3242,Northwestern Jewish Neo-Aramaic,Eurasia,Israel,31.7696,35.1536
bidy1244,Kanyaki-Kagbaaga-Kajoko Bidyogo,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bjg,atla1278,Atlantic-Congo,bijo1239,Bijogo,Africa,Guinea-Bissau,11.1097,-16.1497
bahi1254,Bahinemo,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bjh,sepi1257,Sepik,bahi1255,Bahinemic,Papunesia,Papua New Guinea,-4.55527,142.832
burj1242,Burji,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bji,afro1255,Afro-Asiatic,high1285,Highland East Cushitic,Africa,Ethiopia;Kenya,4.44624,38.4646
kana1281,Kanauji,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bjj,indo1319,Indo-European,hary1239,Haryanvic,Eurasia,India,27.1074,79.2883
baro1253,Barok,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bjk,aust1307,Austronesian,mada1284,Madak linkage,Papunesia,Papua New Guinea,-3.47672,152.193
bulu1253,Bulu (Papua New Guinea),"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bjl,aust1307,Austronesian,bola1253,Bola-Bulu,Papunesia,Papua New Guinea,-5.06134,150.101
baje1238,Bajelani,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bjm,indo1319,Indo-European,shab1250,Shabak-Bajalani,Eurasia,"Iraq;Iran, Islamic Republic of",33.9498,42.9867
banj1239,Banjar,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bjn,aust1307,Austronesian,banj1241,Banjar-Bukit Malay,Papunesia,Indonesia;Malaysia,0.747105,115.79
mids1243,Mid-Southern Banda,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bjo,atla1278,Atlantic-Congo,lind1250,Lindaic,Africa,"Congo, The Democratic Republic of the;Central African Republic;South Sudan",5.87893,22.4666
make1251,Fanamaket,"LanguoidLevel(ordinal=3, id='dialect', description='any variety which is not a language')",bjp,aust1307,Austronesian,tang1348,Tangga,Papunesia,Papua New Guinea,,
binu1245,Binumarien,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bjr,nucl1709,Nuclear Trans New Guinea,tair1260,Tairora,Papunesia,Papua New Guinea,-6.22068,146.102
baja1265,Bajan,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bjs,indo1319,Indo-European,barb1267,Barbados-Trinidad,North America,Barbados,13.1365,-59.5346
bala1302,Balanta-Ganja,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bjt,atla1278,Atlantic-Congo,bala1300,Balanta,Africa,Guinea-Bissau;Senegal,12.5382,-15.6658
busu1244,Busuu,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bju,atla1278,Atlantic-Congo,sout3152,Southern Bantoid,Africa,Cameroon,6.68152,9.78433
bedj1245,Nangnda,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bjv,cent2225,Central Sudanic,bedi1236,Bediondo,Africa,Chad,8.60006,17.2691
bakw1243,Bakwé,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bjw,krua1234,Kru,bakw1242,Bakwe-Wane,Africa,Côte d'Ivoire,5.23123,-6.51077
bana1288,Banao Itneg,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bjx,aust1307,Austronesian,nort3231,Northwest Kalinga,Papunesia,Philippines,17.5643,121.05
baya1257,Bayali,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bjy,pama1250,Pama-Nyungan,rock1234,Rockhampton-Gladstone,Australia,Australia,-23.72933,150.86616
baru1269,Baruga,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bjz,nucl1709,Nuclear Trans New Guinea,baru1268,Baruga-Doghoro,Papunesia,Papua New Guinea,-9.40132,148.761
kyak1243,Kyak,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bka,atla1278,Atlantic-Congo,bamb1263,Bambuka-Gomu-Leelau,Africa,Nigeria,9.51524,11.2785
fina1242,Eastern-Southern Bontok,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bkb,aust1307,Austronesian,bont1247,Bontok,Papunesia,Philippines,17.0319,121.11
baka1272,Baka (Cameroon),"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bkc,atla1278,Atlantic-Congo,baka1278,Baka complex,Africa,Central African Republic;Congo;Cameroon;Gabon,2.16013,13.7804
binu1244,Talaandig-Binukid,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bkd,aust1307,Austronesian,buki1251,Bukidnon,Papunesia,Philippines,8.15933,124.892
beek1238,Beeke,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bkf,atla1278,Atlantic-Congo,bali1286,Bali-Beeke,Africa,"Congo, The Democratic Republic of the",3.18438,29.9842
bura1269,Buraka,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bkg,book1242,Bookkeeping,book1242,Bookkeeping,Africa,"Congo, The Democratic Republic of the;Central African Republic",4.42283,20.7161
bako1249,Bakoko,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bkh,atla1278,Atlantic-Congo,basa1289,Basaa-Bakoko,Africa,Cameroon,3.56518,9.99905
baki1244,Baki,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bki,aust1307,Austronesian,baki1243,Baki-Bierebo,Papunesia,Vanuatu,-16.7096,168.165
pand1264,Pande,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bkj,atla1278,Atlantic-Congo,bwam1249,Bwamba-Ngondi-Pande-Mbati-Aka,Africa,Central African Republic,3.57935,16.22754
brok1247,Brokskat,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bkk,indo1319,Indo-European,shin1270,Shinaic,Eurasia,India,34.5308,76.6026
beri1254,Berik,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bkl,toro1256,Tor-Orya,tora1268,Tor,Papunesia,Indonesia,-2.26904,138.866
komc1235,Kom (Cameroon),"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bkm,atla1278,Atlantic-Congo,komk1239,Komic,Africa,Cameroon,6.2596,10.3348
buki1248,Bukitan,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bkn,aust1307,Austronesian,buka1263,Bukat-Ukit-Beketan-Lugat-Lisum,Papunesia,Indonesia;Malaysia,2.34947,114.895
kwaa1265,Nsiteu-Kwa',"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bko,atla1278,Atlantic-Congo,east2862,East Bamileke,Africa,Cameroon,4.88273,10.3453
boko1263,Boko (Democratic Republic of Congo),"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bkp,atla1278,Atlantic-Congo,loba1240,Lobalic,Africa,"Congo, The Democratic Republic of the",1.51612,18.8806
baka1277,Bakairí,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bkq,cari1283,Cariban,peko1235,Pekodian,South America,Brazil,-14.2628,-54.7034
baku1263,Bakumpai,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bkr,aust1307,Austronesian,sout2921,South West Greater Barito,Papunesia,Indonesia,-1.98842,114.77
masb1237,Masbate Sorsogon,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bks,aust1307,Austronesian,masb1239,Masbate-Sorsogon,Papunesia,Philippines,12.8438,124.002
bolo1262,Boloki,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bkt,atla1278,Atlantic-Congo,boba1249,Bobangic Riverain,Africa,"Congo, The Democratic Republic of the",0.83463,18.4555
buhi1245,Buhid,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bku,aust1307,Austronesian,buhi1244,Buhid-Taubuid,Papunesia,Philippines,12.6396,121.21
bekw1241,Bekwarra,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bkv,atla1278,Atlantic-Congo,bend1256,Bendic,Africa,Nigeria,6.73737,8.86489
bekw1242,Bekwil,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bkw,atla1278,Atlantic-Congo,mpoi1234,Mpoic,Africa,Congo;Cameroon;Gabon,1.71801,14.6527
baik1238,Baikeno,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bkx,aust1307,Austronesian,nort3357,Central Meto,Papunesia,Indonesia;Timor-Leste,-9.32991,124.256
boky1238,Bokyi,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bky,atla1278,Atlantic-Congo,nucl1801,Nuclear Bendic,Africa,Cameroon;Nigeria,6.10475,9.05875
bung1269,Bungku,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bkz,aust1307,Austronesian,east2490,East Coast Bungku-Tolaki,Papunesia,Indonesia,-3.22197,122.212
siks1238,Siksika,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bla,algi1248,Algic,algo1256,Algonquian-Blackfoot,North America,Canada;United States,49.0669,-113.109
bilu1245,Bilua,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",blb,,,,,Papunesia,Papua New Guinea;Solomon Islands,-7.92388,156.663
bell1243,Bella Coola,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",blc,sali1255,Salishan,sali1255,Salishan,North America,Canada,52.3448,-126.689
bola1252,Bolango,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bld,aust1307,Austronesian,goro1273,Gorontalic,Papunesia,Indonesia,0.39044,123.888
bala1301,Balanta-Kentohe,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ble,atla1278,Atlantic-Congo,bala1300,Balanta,Africa,Guinea-Bissau,11.8203,-15.3221
buol1237,Buol,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",blf,aust1307,Austronesian,goro1273,Gorontalic,Papunesia,Indonesia,0.97727,121.519
bala1306,Balau,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",blg,book1242,Bookkeeping,book1242,Bookkeeping,Papunesia,Malaysia,1.33476,110.913
kuwa1247,Kuwaa,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",blh,krua1234,Kru,grea1300,Greater Western Kru,Africa,Liberia,7.54885,-9.9765
boli1255,Bolia,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bli,atla1278,Atlantic-Congo,boli1263,Bolia-Ntomba,Africa,"Congo, The Democratic Republic of the",-1.38362,18.09748
bolo1268,Bolongan,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",blj,aust1307,Austronesian,saba1285,Sabahan,Papunesia,Indonesia,2.75927,117.293
paok1235,Pa'o Karen,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",blk,sino1245,Sino-Tibetan,peri1254,Peripheral Karen,Eurasia,Myanmar;Thailand,20.211,97.5969
bilo1248,Biloxi,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bll,siou1252,Siouan,sout2988,Southeastern Siouan,North America,United States,31.32,-89.1951
beli1257,Beli (South Sudan),"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",blm,cent2225,Central Sudanic,moro1293,Morokodo-Beli,Africa,South Sudan,6.40428,29.7954
sout2912,Coastal-Virac Bikol,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",bln,aust1307,Austronesian,coas1315,Coastal Bikol,Papunesia,Philippines,13.6989,124.29
anii1245,Anii,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",blo,atla1278,Atlantic-Congo,basi1245,Basila-Adele,Africa,Benin;Togo,9.11127,1.60169
